step,Adam,Hybrid v3.9,Global Hybrid
0,8.36616224218334,11.646085332758295,8.413930278606115
1,8.310361135800509,11.627482069123992,8.356516880814663
2,8.254747416054233,11.598447783029053,8.356516880814663
3,8.199530176580037,11.55899503609921,8.356516880814663
4,8.144885712297357,11.508111134402064,8.356516880814663
5,8.09092780983686,11.444033268524073,8.356516880814663
6,8.037675764639765,11.364580096698367,8.356516880814663
7,7.985034008480616,11.267805922004964,8.356516880814663
8,7.93279871159438,11.153091026157952,8.356516880814663
9,7.880690378098459,11.022241014783127,8.356516880814663
10,7.828393333437887,10.879731623308919,8.356516880814663
11,7.775588320365987,10.732560739295373,8.356516880814663
12,7.7219787554672195,10.59162643561244,8.356516880814663
13,7.667313113828344,10.471679205364163,8.356516880814663
14,7.611403091994253,10.383593214613985,8.356516880814663
15,7.554137255822759,10.326842396873143,8.082196635842193
16,7.4954899701831454,10.293521608843223,8.082196635842193
17,7.435524609918776,10.274278831877888,8.082196635842193
18,7.374389907976646,10.259177198938312,8.082196635842193
19,7.31230937633009,10.238776543212923,8.082196635842193
20,7.249565754999853,10.20554443076431,8.082196635842193
21,7.186484867534169,10.154344659180692,8.082196635842193
22,7.123424805616757,10.085087018214638,8.082196635842193
23,7.060774747870525,10.009079808633716,8.082196635842193
24,6.998961744679251,9.949538483359694,8.082196635842193
25,6.938456823118978,9.922716138383928,8.082196635842193
26,6.879770327778996,9.920782366062403,8.082196635842193
27,6.823432540524022,9.925596105259626,8.082196635842193
28,6.769963631856186,9.927227180225621,8.082196635842193
29,6.7198405975381785,9.925159596230445,8.082196635842193
30,6.673467634597721,9.9221858160193,8.082196635842193
31,6.631153949524446,9.920242175601933,8.020762254865673
32,6.593101610280719,9.919572813536206,8.020762254865673
33,6.559405003037984,9.919584178030266,8.020762254865673
34,6.530060894675376,9.919716596471607,8.020762254865673
35,6.504984248437744,9.919742827504384,8.008675671201416
36,6.484022732948667,9.919675278660929,7.734798207680816
37,6.4669648350521385,9.919592656128168,7.639068315222678
38,6.453541524047903,9.919542026376021,7.639068315222678
39,6.443425857339651,9.919525973053016,7.639068315222678
40,6.436236256959429,9.919527216699693,7.639068315222678
41,6.431547558356701,9.919530805425214,7.639068315222678
42,6.428910759875642,9.919531167243493,7.4295722619713445
43,6.427878960171235,9.919529074908706,7.4295722619713445
44,6.42803427846771,9.919526778242458,7.4295722619713445
45,6.429009647396011,9.919525464410249,7.4295722619713445
46,6.430500862088191,9.919525093884417,7.4295722619713445
47,6.43226757770433,9.919525153928438,7.4295722619713445
48,6.434125449643862,9.919525247806007,7.4295722619713445
49,6.43593378667757,9.919525246269641,7.4295722619713445
50,6.4375833863089404,9.919525182778159,7.4295722619713445
51,6.438987980131589,9.919525119729581,7.4295722619713445
52,6.440080645148061,9.919525086001174,7.4295722619713445
53,6.440814400249877,9.919525077653597,7.4295722619713445
54,6.441164708080088,9.919525079873962,7.4295722619713445
55,6.441131210765363,9.919525082263098,7.4295722619713445
56,6.440736762101142,9.919525081906459,7.4295722619713445
57,6.440023222586817,9.91952508001705,7.4295722619713445
58,6.439044885895424,9.919525078300925,7.4295722619713445
59,6.437861260318556,9.919525077443335,7.4295722619713445
60,6.436531003841445,9.919525077261925,7.4295722619713445
61,6.435108189698461,9.919525077335273,7.4295722619713445
62,6.433641078606957,9.919525077394079,7.4295722619713445
63,6.432172634234359,9.919525077375663,7.4295722619713445
64,6.43074153564076,9.919525077320351,7.4295722619713445
65,6.429382581212263,9.91952507727405,7.4295722619713445
66,6.428125997180732,9.91952507725247,7.4295722619713445
67,6.4269959003074355,9.919525077248714,7.4295722619713445
68,6.4260086567885715,9.919525077250976,7.4295722619713445
69,6.42517194106961,9.919525077252366,7.4295722619713445
70,6.424484970425137,9.919525077251627,7.4295722619713445
71,6.423939883630371,9.919525077250032,7.4295722619713445
72,6.423523803934923,9.919525077248792,7.4295722619713445
73,6.4232209623763445,9.919525077248258,7.4295722619713445
74,6.423014389407427,9.919525077248185,7.4295722619713445
75,6.422886994983511,9.91952507724825,7.4295722619713445
76,6.422822165054054,9.919525077248283,7.4295722619713445
77,6.422804155813118,9.919525077248256,7.4295722619713445
78,6.422818520493458,9.91952507724821,7.4295722619713445
79,6.42285262330666,9.91952507724818,7.4295722619713445
