step,Adam,Hybrid v3.9,Global Hybrid
0,1.0206566908354735,1.0228150603907766,0.9567040890938187
1,1.0205164132933842,1.0228144450567376,0.9567040890938187
2,1.0203748488541593,1.0228135733404948,0.9567040890938187
3,1.0202318723046357,1.0228125307104898,0.9445753177263578
4,1.0200873546861997,1.0228113741462763,0.9445753177263578
5,1.0199411633176714,1.0228101416344617,0.9445753177263578
6,1.0197931618037828,1.0228088584995387,0.9445753177263578
7,1.0196432100246324,1.0228075416245277,0.9445753177263578
8,1.019491164099714,1.0228062022647757,0.9445753177263578
9,1.0193368763176989,1.0228048479238396,0.9445753177263578
10,1.019180195019949,1.022803483604079,0.9445753177263578
11,1.0190209644215196,1.0228021126403888,0.9445753177263578
12,1.0188590243479352,1.0228007372560215,0.9445753177263578
13,1.018694209858939,1.0227993589331348,0.9445753177263578
14,1.0185263507213036,1.0227979786598242,0.9445753177263578
15,1.0183552706811203,1.0227965970948107,0.9364217947318931
16,1.0181807864711179,1.022795214677232,0.9364217947318931
17,1.0180027064696753,1.0227938316998377,0.9364217947318931
18,1.0178208289044357,1.0227924483577857,0.9364217947318931
19,1.01763493946379,1.0227910647811727,0.9360420704931595
20,1.0174448081431124,1.0227896810567203,0.9283951615342456
21,1.0172501851089806,1.0227882972422355,0.920573163328946
22,1.0170507953141423,1.0227869133762468,0.920573163328946
23,1.0168463315411027,1.022785529484432,0.920573163328946
24,1.0166364454990173,1.0227841455839004,0.9044439106229651
25,1.01642073655949,1.0227827616860505,0.9044439106229651
26,1.0161987377143449,1.0227813777984724,0.9044439106229651
27,1.0159698984091756,1.0227799939262179,0.9044439106229651
28,1.0157335641042402,1.022778610072646,0.9044439106229651
29,1.0154889528066393,1.0227772262399877,0.9044439106229651
30,1.0152351294675888,1.022775842429722,0.9044439106229651
31,1.014970980059331,1.0227744586428267,0.9044439106229651
32,1.014695188224973,1.0227730748799444,0.9044439106229651
33,1.0144062183073468,1.022771691141496,0.9044439106229651
34,1.0141023087601093,1.0227703074277528,0.9044439106229651
35,1.0137814788284334,1.0227689237388877,0.9044439106229651
36,1.0134415487370885,1.0227675400750076,0.9044439106229651
37,1.0130801700575083,1.022766156436175,0.9044439106229651
38,1.012694859906062,1.0227647728224234,0.9044439106229651
39,1.0122830316975922,1.0227633892337664,0.9044439106229651
40,1.0118420168642281,1.0227620056702047,0.9044439106229651
41,1.011369075317204,1.0227606221317307,0.9044439106229651
42,1.0108613957919597,1.0227592386183306,0.9044439106229651
43,1.0103160892871783,1.0227578551299865,0.9006422545115766
44,1.0097301792947697,1.0227564716666788,0.9006422545115766
45,1.009100591897059,1.0227550882283853,0.9006422545115766
46,1.0084241477608418,1.0227537048150832,0.9006422545115766
47,1.0076975570775664,1.0227523214267484,0.9006422545115766
48,1.006917417795594,1.0227509380633573,0.9006422545115766
49,1.0060802170771506,1.0227495547248848,0.9006422545115766
50,1.0051823357157268,1.0227481714113065,0.9006422545115766
51,1.0042200551832958,1.0227467881225971,0.8957270709999536
52,1.0031895669732518,1.0227454048587319,0.8957270709999536
53,1.0020869839205742,1.0227440216196857,0.8905826039433921
54,1.0009083531901632,1.0227426384054334,0.8779334357028938
55,0.9996496706140209,1.02274125521595,0.8779334357028938
56,0.9983068960209277,1.0227398720512102,0.8779334357028938
57,0.9968759691348912,1.022738488911189,0.8779334357028938
58,0.995352825519736,1.0227371057958612,0.8779334357028938
59,0.9937334119185053,1.0227357227052016,0.8779334357028938
60,0.9920137001839556,1.0227343396391853,0.8779334357028938
61,0.9901896988330483,1.022732956597787,0.8779334357028938
62,0.9882574611061336,1.0227315735809817,0.8779334357028938
63,0.9862130883059453,1.022730190588744,0.8779334357028938
64,0.9840527271864803,1.022728807621049,0.8779334357028938
65,0.9817725603358376,1.0227274246778717,0.8779334357028938
66,0.979368788957835,1.022726041759187,0.8779334357028938
67,0.9768376083374724,1.0227246588649699,0.8779334357028938
68,0.974175177706897,1.022723275995195,0.8779334357028938
69,0.9713775882757313,1.0227218931498374,0.8779334357028938
70,0.9684408357276445,1.0227205103288723,0.8779334357028938
71,0.9653608060372912,1.0227191275322747,0.8779334357028938
72,0.9621332850761252,1.022717744760019,0.8779334357028938
73,0.958754001809223,1.022716362012081,0.8779334357028938
74,0.9552187106902863,1.022714979288435,0.8758891619345816
75,0.951523310876296,1.0227135965890561,0.8758891619345816
76,0.9476639896808807,1.0227122139139198,0.8758891619345816
77,0.9436373686572096,1.0227108312630007,0.8729414193533033
78,0.9394406266407662,1.0227094486362738,0.86845968456039
79,0.935071577005439,1.0227080660337144,0.8586835039407318
80,0.9305286852078298,1.0227066834552976,0.8586835039407318
81,0.9258110238995579,1.022705300900998,0.8586835039407318
82,0.9209181726351269,1.0227039183707913,0.8586835039407318
83,0.915850075271969,1.022702535864652,0.8586835039407318
84,0.9106068707414537,1.0227011533825556,0.8586835039407318
85,0.9051887142403545,1.0226997709244772,0.8435028636681385
