step,Adam,Hybrid v3.9,Global Hybrid
0,38.573868115392145,103.2014130625423,48.660659940408856
1,38.127930730257724,96.41123044271792,40.97677774788814
2,37.734901846920415,104.52643905469529,35.756598831874996
3,37.331207376648166,101.44177166540747,35.09508896283022
4,36.91150862090977,96.49156931156135,32.4168416685661
5,36.49272855652864,93.0628694591233,28.84802323664729
6,36.1135619521367,91.79626024181687,28.84802323664729
7,35.81815278793686,79.73327597309016,25.908411168317148
8,35.62007175748394,59.66196038669026,24.761620219722644
9,35.47534266470659,48.614425042165074,24.544831547701616
10,35.34588680962571,39.00624388733299,21.72511346851481
11,35.22144258152747,38.205319465711,19.44869068243408
12,35.10745654784606,36.60413202223306,19.410737147527136
13,35.01034841478844,28.993028086828375,19.03991099306794
14,34.92389363177869,31.96113414345721,17.18791120716193
15,34.82856905925714,31.188736592147894,16.739665985680922
16,34.703065580862905,31.604001788687867,15.888879711617111
17,34.53351686452533,32.19674723624966,15.888879711617111
18,34.315031931746795,33.12113191890125,15.380186067181032
19,34.05090477778314,32.80969144771383,15.380186067181032
20,33.75179648107188,33.54504726904486,15.380186067181032
21,33.43296590615281,33.44440580817649,15.380186067181032
22,33.10877745235254,33.12767707605554,15.380186067181032
23,32.79037326909656,35.55714315572748,15.380186067181032
24,32.48965653343026,34.644172669416534,15.380186067181032
25,32.22186250494411,35.788597438151506,15.380186067181032
26,31.99998326612907,32.76560397326266,15.380186067181032
27,31.82673560619796,35.293886802129215,15.380186067181032
28,31.69373669877881,29.532855378349065,15.380186067181032
29,31.58898087947168,14.817375239283484,13.549068641696898
30,31.505530398393223,19.163968034814175,13.549068641696898
31,31.443280365903657,17.791654824452845,13.549068641696898
32,31.402213725310332,12.047247732959242,13.549068641696898
33,31.37393979070282,9.380214261757532,13.549068641696898
34,31.3411092225543,8.134809412384618,13.549068641696898
35,31.285593522566334,7.128573714549801,13.549068641696898
36,31.19697025905371,8.523524753943926,13.549068641696898
37,31.07573381660941,7.480531858057981,13.549068641696898
38,30.931900020436032,5.855153589436804,13.549068641696898
39,30.780432916107547,7.561134314207806,13.549068641696898
40,30.635044349626494,7.995953790211864,13.549068641696898
41,30.50289112915892,6.874623177819453,13.549068641696898
42,30.382521216991904,7.717490219127128,13.549068641696898
43,30.266191043893393,6.86452269599923,13.549068641696898
44,30.14527778767446,6.82726445986823,13.549068641696898
45,30.015049446670755,6.0516732076080375,13.549068641696898
46,29.8759422324215,7.011824907491362,13.549068641696898
47,29.731922892947004,6.907458321549108,13.549068641696898
