label,mean_final,std_final,min_final,max_final
Adam,3.902674530704412,12.302427773838842,-20.075649432860963,22.70723035475955
Hybrid v3.9,-10.224169328207804,11.029591640188771,-28.035198100239185,11.763229877717908
