step,Adam,Hybrid v3.9,Global Hybrid
0,169.67417070378337,192.36089848580252,162.0590633356468
1,165.42813451618218,212.86839773108255,127.41408975609933
2,161.15172529962973,153.53567965497098,127.41408975609933
3,156.85442189368212,213.4234035393027,127.41408975609933
4,152.5511777038857,268.22383145029227,127.41408975609933
5,148.2566871758624,296.6694964177132,127.41408975609933
6,143.98503987792023,292.2230279604181,126.77195775579438
7,139.74947153372437,345.4499227340625,126.77195775579438
8,135.56212295884345,313.6009139558656,126.77195775579438
9,131.43382064618694,326.5235506403096,126.77195775579438
10,127.37391206461214,309.91268641792806,103.85821670131304
11,123.39019273044714,304.2176635223334,84.61515491145234
12,119.48895479795473,256.5238720937881,84.61515491145234
13,115.67516727111125,352.8391999716804,84.61515491145234
14,111.95276938959545,264.52905724206187,84.61515491145234
15,108.3250309670987,324.9319695227997,84.61515491145234
16,104.79491850234754,388.3290794087084,84.61515491145234
17,101.36541059758244,379.3898866451788,84.61515491145234
18,98.03972720003276,462.2407076570108,84.61515491145234
19,94.8214631277811,473.8297813518315,84.61515491145234
20,91.71463588213177,352.73593584769606,84.61515491145234
21,88.72366586906429,347.5810344372859,84.61515491145234
22,85.8533058482368,293.70450813252205,84.61515491145234
23,83.10853104054928,303.2853770744777,84.61515491145234
24,80.49439657296728,331.3767882685911,84.61515491145234
25,78.01586706924465,378.47828025028696,84.61515491145234
26,75.6776241781837,360.26623835041954,84.61515491145234
27,73.48386042735234,485.29842298594747,84.61515491145234
28,71.4380705362382,462.26129334670105,84.61515491145234
29,69.5428530888986,501.6723115664962,84.61515491145234
30,67.79973563484032,559.2804973273536,84.61515491145234
31,66.20903472669056,547.1797791438515,84.61515491145234
32,64.76975937478034,478.81960331779476,84.61515491145234
33,63.479562449473896,398.812065314218,84.61515491145234
34,62.33474040572948,326.39800607405414,84.61515491145234
35,61.33027806755134,327.4120672616581,84.61515491145234
36,60.459932655957,369.7198925708616,84.61515491145234
37,59.71635002543115,374.8355178966079,84.61515491145234
38,59.09120607896324,288.3834451030324,84.61515491145234
39,58.57536715696572,247.97557250843224,84.61515491145234
40,58.15906431282559,238.715928128541,84.61515491145234
41,57.832077332597,246.80452231661727,84.61515491145234
42,57.58392485482388,317.2182750819364,84.61515491145234
43,57.40405694981483,282.03203109418956,84.61515491145234
44,57.282046153309324,390.03330179180125,84.61515491145234
45,57.20777243373318,361.80817827806743,84.61515491145234
46,57.1715971268691,375.00699322339113,84.61515491145234
47,57.164520668796285,347.04071300109536,84.61515491145234
48,57.178319097739504,319.98119191281125,84.61515491145234
49,57.205654809620434,303.39317014049357,84.61515491145234
50,57.24015791915262,395.4872919179307,84.61515491145234
51,57.27647574159799,375.92149062032445,84.61515491145234
52,57.310289291627704,399.6622271612227,84.61515491145234
53,57.338297203051425,448.69959903727795,84.61515491145234
54,57.35816900413651,468.44510886938986,82.30651205727224
55,57.36847112855735,487.0224684728104,82.30651205727224
