label,Adam_mean_final,Hybrid v3.9_mean_final
2,14.585405555344838,-3.224131372499702
5,3.902674530704412,-10.224169328207804
10,-5.477999063537741,-10.945759113586188
20,-13.891850668721506,6.810049774742504
50,-24.010137965571744,-25.87316218824701
